City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Guerrero Negro,MX,2021-05-29 22:13:49,27.9769,-114.0611,67.1,63,68,21.59
293,Kidal,ML,2021-05-29 22:13:49,18.4411,1.4078,93.85,6,98,8.14
294,Marawi,PH,2021-05-29 22:13:49,7.9986,124.2928,69.66,94,100,1.1
295,Prata,BR,2021-05-29 22:12:26,-19.3072,-48.9242,77.0,44,53,1.9
296,Komsomolskiy,UZ,2021-05-29 22:13:50,40.4272,71.7189,75.92,33,64,2.3
297,Kieta,PG,2021-05-29 22:13:50,-6.2167,155.6333,77.56,88,95,1.68
298,Tual,ID,2021-05-29 22:13:50,-5.6667,132.75,80.73,81,87,20.0
299,Acatlan,MX,2021-05-29 22:13:51,20.15,-98.45,74.66,43,64,12.24
300,Lieksa,FI,2021-05-29 22:13:51,63.3167,30.0167,38.05,65,9,4.5
301,Pincher Creek,CA,2021-05-29 22:13:52,49.4833,-113.952,62.28,28,13,4.47
302,High Rock,BS,2021-05-29 22:13:52,26.6208,-78.2833,84.22,68,0,10.74
303,Pitimbu,BR,2021-05-29 22:13:52,-7.4706,-34.8086,77.59,78,2,11.63
304,Ancud,CL,2021-05-29 22:13:53,-41.8697,-73.8203,49.23,80,97,5.77
305,Shingu,JP,2021-05-29 22:13:53,33.7333,135.9833,63.91,62,84,2.48
306,Kibre Mengist,ET,2021-05-29 22:13:53,5.8833,38.9833,59.38,95,87,0.87
307,Igarka,RU,2021-05-29 22:13:54,67.4667,86.5833,21.79,91,7,2.19
308,Aykhal,RU,2021-05-29 22:13:54,66.0,111.5,53.35,57,30,6.04
309,Torbay,CA,2021-05-29 22:13:54,47.6666,-52.7314,47.28,80,100,1.99
310,Clyde River,CA,2021-05-29 22:13:55,70.4692,-68.5914,31.42,85,75,4.03
311,Peniche,PT,2021-05-29 22:13:55,39.3558,-9.3811,61.29,85,11,16.46
312,Grand-Lahou,CI,2021-05-29 22:13:55,5.1367,-5.0242,81.46,83,67,8.84
313,Iwanai,JP,2021-05-29 22:13:55,42.9744,140.5089,51.17,97,100,6.71
314,Jiaojiang,CN,2021-05-29 22:13:56,28.6803,121.4428,70.0,94,100,2.13
315,Upata,VE,2021-05-29 22:13:56,8.0086,-62.3989,75.99,84,46,4.76
316,Eyl,SO,2021-05-29 22:13:56,7.9803,49.8164,79.2,79,51,18.86
317,Koslan,RU,2021-05-29 22:13:57,63.4564,48.8989,34.02,82,11,9.26
318,Kortkeros,RU,2021-05-29 22:13:57,61.8106,51.5806,41.0,84,100,8.08
319,Roma,US,2021-05-29 22:13:57,43.2128,-75.4557,62.46,58,1,13.8
320,Whitehorse,CA,2021-05-29 22:10:02,60.7161,-135.0538,57.02,43,100,18.99
321,Knysna,ZA,2021-05-29 22:13:58,-34.0363,23.0471,57.7,87,58,9.93
322,Mayo,US,2021-05-29 22:13:58,38.8876,-76.5119,53.94,93,90,11.99
323,San Rafael Del Sur,NI,2021-05-29 22:13:59,11.8485,-86.4384,90.91,47,67,0.94
324,Juegang,CN,2021-05-29 22:13:59,32.3174,121.1855,70.14,81,46,4.79
325,Hondo,JP,2021-05-29 22:13:59,32.45,130.2,66.88,71,97,5.41
326,Port Keats,AU,2021-05-29 22:14:00,-14.25,129.55,65.64,55,100,7.16
327,Vieste,IT,2021-05-29 22:14:00,41.8825,16.175,66.85,63,100,5.93
328,Saint George,US,2021-05-29 22:13:35,37.1041,-113.5841,94.42,10,1,4.0
329,Suntar,RU,2021-05-29 22:12:11,62.1444,117.6319,58.93,56,19,5.57
330,Hambantota,LK,2021-05-29 22:14:01,6.1241,81.1185,79.65,80,87,20.42
331,Yumen,CN,2021-05-29 22:14:01,40.2833,97.2,63.39,39,3,2.28
332,Grand Gaube,MU,2021-05-29 22:14:02,-20.0064,57.6608,74.37,90,23,3.0
333,Coihaique,CL,2021-05-29 22:14:02,-45.5752,-72.0662,41.61,75,75,4.61
334,Bang Saphan,TH,2021-05-29 22:14:02,11.2126,99.5117,76.21,92,100,3.06
335,Leningradskiy,RU,2021-05-29 22:14:03,69.3833,178.4167,35.51,94,53,6.67
336,Hobyo,SO,2021-05-29 22:14:03,5.3505,48.5268,78.58,82,85,21.09
337,Tomatlan,MX,2021-05-29 22:14:03,19.9333,-105.25,89.6,34,100,10.0
338,Bandar-E Lengeh,IR,2021-05-29 22:14:04,26.5579,54.8807,88.47,51,0,3.71
339,Zarubino,RU,2021-05-29 22:14:04,42.63,131.0922,52.02,89,73,3.2
340,Storforshei,NO,2021-05-29 22:14:04,66.4043,14.5233,45.66,93,82,1.1
341,Evensk,RU,2021-05-29 22:14:05,61.95,159.2333,43.41,70,100,2.21
342,Methoni,GR,2021-05-29 22:14:05,36.8197,21.7049,69.22,75,80,5.48
343,Vitim,RU,2021-05-29 22:14:05,59.4511,112.5578,43.29,73,100,6.42
344,Maragogi,BR,2021-05-29 22:14:06,-9.0122,-35.2225,76.12,78,17,7.49
345,Shirvan,AZ,2021-05-29 22:14:06,39.9509,48.8994,72.18,66,2,4.54
346,Morgan City,US,2021-05-29 22:14:06,29.6994,-91.2068,81.0,76,100,1.63
347,Beidao,CN,2021-05-29 22:14:07,34.5686,105.8933,61.74,81,86,3.4
348,Albufeira,PT,2021-05-29 22:14:07,37.0882,-8.2503,67.84,66,71,7.16
349,Rio Pardo De Minas,BR,2021-05-29 22:14:07,-15.6097,-42.5397,69.22,49,100,3.94
350,Pontianak,ID,2021-05-29 22:14:08,-0.0333,109.3333,73.38,100,90,3.22
351,Khromtau,KZ,2021-05-29 22:14:08,50.2503,58.4347,64.15,68,43,9.22
352,Aseri,EE,2021-05-29 22:14:08,59.4506,26.8675,44.44,65,8,7.61
353,Agirish,RU,2021-05-29 22:14:09,61.9247,63.0231,53.19,96,79,6.64
354,Baiyin,CN,2021-05-29 22:14:09,36.5583,104.2081,66.0,28,54,5.01
355,Linxia,CN,2021-05-29 22:14:09,35.6003,103.2064,55.24,47,14,4.81
356,Kholtoson,RU,2021-05-29 22:12:10,50.2981,103.3097,36.7,99,100,4.34
357,Tottori,JP,2021-05-29 22:11:15,35.5,134.2333,59.07,72,0,9.22
358,Omboue,GA,2021-05-29 22:14:10,-1.5746,9.2618,76.68,92,86,5.75
359,Tarancon,ES,2021-05-29 22:10:44,40.0085,-3.0073,70.9,54,52,6.53
360,Sitka,US,2021-05-29 22:14:11,57.0531,-135.33,57.09,51,75,16.11
361,Lavello,IT,2021-05-29 22:14:11,41.0456,15.7908,65.52,47,100,1.32
362,Lumeje,AO,2021-05-29 22:14:11,-11.55,20.7833,56.46,40,8,4.38
363,Muros,ES,2021-05-29 22:14:12,42.7762,-9.0603,61.09,77,100,11.59
364,Domoni,KM,2021-05-29 22:14:12,-12.2569,44.5319,77.05,82,57,6.44
365,Emerald,AU,2021-05-29 22:14:12,-23.5333,148.1667,55.35,52,85,12.19
366,Palana,RU,2021-05-29 22:14:13,59.1167,159.9667,37.24,76,82,5.17
367,Ahipara,NZ,2021-05-29 22:14:13,-35.1667,173.1667,56.64,76,91,11.3
368,Byron Bay,AU,2021-05-29 22:14:13,-28.65,153.6167,63.05,77,100,14.7
369,Orlik,RU,2021-05-29 22:14:14,52.5178,99.825,31.77,76,54,3.15
370,Daru,PG,2021-05-29 22:14:14,-9.0763,143.2092,78.03,70,96,11.36
371,Bonoua,CI,2021-05-29 22:14:14,5.2741,-3.595,83.82,88,67,4.88
372,Lakes Entrance,AU,2021-05-29 22:14:15,-37.8811,147.981,43.2,75,24,3.56
373,Pangkalanbuun,ID,2021-05-29 22:14:15,-2.6833,111.6167,72.25,98,53,0.85
374,Chicama,PE,2021-05-29 22:14:15,-7.8447,-79.1469,64.94,82,66,8.61
375,Sistranda,NO,2021-05-29 22:14:16,63.7256,8.834,49.96,86,5,8.81
376,Sao Gabriel Da Cachoeira,BR,2021-05-29 22:14:16,-0.1303,-67.0892,76.93,94,56,1.48
377,Ucluelet,CA,2021-05-29 22:14:16,48.9329,-125.5528,73.09,66,98,7.85
378,Morehead,US,2021-05-29 22:14:17,37.2711,-87.1764,56.91,77,90,1.99
379,Port Hedland,AU,2021-05-29 22:14:17,-20.3167,118.5667,69.85,60,75,4.61
380,Grinnell,US,2021-05-29 22:13:15,41.743,-92.7224,65.71,40,1,8.01
381,Tartagal,AR,2021-05-29 22:14:17,-22.5164,-63.8013,65.5,65,99,5.19
382,Ilulissat,GL,2021-05-29 22:14:18,69.2167,-51.1,55.42,26,39,14.97
383,Presidencia Roque Saenz Pena,AR,2021-05-29 22:14:18,-26.7852,-60.4388,64.9,42,19,6.29
384,Forbes,AU,2021-05-29 22:14:18,-33.3833,148.0167,41.92,71,0,5.88
385,Salalah,OM,2021-05-29 22:14:19,17.0151,54.0924,82.49,94,75,6.91
386,Anju,KP,2021-05-29 22:14:19,39.6178,125.6647,54.25,80,6,4.09
387,Sao Joao Da Barra,BR,2021-05-29 22:14:19,-21.6403,-41.0511,76.59,85,31,11.74
388,Shubarshi,KZ,2021-05-29 22:14:20,48.5872,57.1869,69.04,61,28,9.37
389,Buala,SB,2021-05-29 22:14:20,-8.145,159.5921,78.67,86,97,1.97
390,Goure,NE,2021-05-29 22:14:20,13.9835,10.2704,89.08,27,94,6.55
391,Kokopo,PG,2021-05-29 22:14:21,-4.352,152.2633,80.47,80,94,9.57
392,Vila Velha,BR,2021-05-29 22:14:21,-20.3297,-40.2925,78.94,84,0,10.0
393,Burnie,AU,2021-05-29 22:14:21,-41.0667,145.9167,42.93,80,32,3.78
394,Tucupita,VE,2021-05-29 22:14:22,9.0622,-62.051,76.53,94,35,4.09
395,Ponta Do Sol,PT,2021-05-29 22:14:22,32.6667,-17.1,69.71,75,39,6.42
396,Kurchum,KZ,2021-05-29 22:14:22,48.5722,83.6542,52.79,60,0,7.76
397,Jumla,NP,2021-05-29 22:14:23,29.2747,82.1838,57.74,87,100,2.46
398,Antalaha,MG,2021-05-29 22:14:23,-14.9003,50.2788,72.37,80,38,5.84
399,Porbandar,IN,2021-05-29 22:14:23,21.6422,69.6093,83.12,76,100,12.5
400,Hornepayne,CA,2021-05-29 22:14:24,49.2138,-84.7705,68.05,22,7,6.73
401,Nelson Bay,AU,2021-05-29 22:14:24,-32.7167,152.15,55.0,73,98,19.28
402,Cordoba,AR,2021-05-29 22:10:17,-31.4135,-64.1811,58.75,36,0,5.82
403,Baixa Grande,BR,2021-05-29 22:14:25,-11.9597,-40.1681,71.42,62,96,5.19
404,Porto Novo,BJ,2021-05-29 22:14:25,6.4965,2.6036,81.41,77,96,7.36
405,Karratha,AU,2021-05-29 22:14:25,-20.7377,116.8463,73.35,76,99,5.03
406,Qaqortoq,GL,2021-05-29 22:14:26,60.7167,-46.0333,43.3,86,100,4.52
407,Avera,US,2021-05-29 22:14:26,33.194,-82.5271,86.68,29,84,14.23
408,Yamada,JP,2021-05-29 22:14:26,39.4667,141.95,61.34,65,31,5.37
409,Iqaluit,CA,2021-05-29 22:14:27,63.7506,-68.5145,38.34,55,4,16.15
410,Timbiqui,CO,2021-05-29 22:14:27,2.7717,-77.6654,79.09,89,82,3.76
411,Contamana,PE,2021-05-29 22:14:27,-7.3333,-75.0167,86.92,56,55,2.82
412,Namuac,PH,2021-05-29 22:14:28,18.6109,121.1657,80.06,84,98,3.98
413,Maha Sarakham,TH,2021-05-29 22:14:28,16.3333,103.6667,83.17,81,97,7.56
414,Berdigestyakh,RU,2021-05-29 22:14:28,62.0989,126.6992,60.21,47,75,4.61
415,Tucson,US,2021-05-29 22:14:22,32.2217,-110.9265,100.31,6,1,4.0
416,Sechura,PE,2021-05-29 22:14:29,-5.5569,-80.8222,75.42,66,63,15.41
417,Gisborne,NZ,2021-05-29 22:13:10,-38.6533,178.0042,55.94,84,88,5.35
418,Filingue,NE,2021-05-29 22:14:29,14.3521,3.3168,93.65,9,98,7.05
419,Perth,AU,2021-05-29 22:11:09,-31.9333,115.8333,56.86,97,75,18.52
420,Ladario,BR,2021-05-29 22:12:08,-19.0047,-57.6017,82.76,40,100,2.66
421,Sorong,ID,2021-05-29 22:14:30,-0.8833,131.25,80.02,87,100,14.09
422,Ous,RU,2021-05-29 22:14:30,60.9058,61.5186,55.45,97,99,3.06
423,Port Shepstone,ZA,2021-05-29 22:14:30,-30.7414,30.455,63.12,76,9,7.87
424,Amazar,RU,2021-05-29 22:14:31,53.858,120.875,48.34,81,38,2.8
425,Ha Tinh,VN,2021-05-29 22:14:31,18.3333,105.9,82.98,70,99,6.08
426,San Juan,AR,2021-05-29 22:14:31,-31.5375,-68.5364,67.73,41,100,6.67
427,Rosarito,MX,2021-05-29 22:14:32,32.3333,-117.0333,72.59,68,38,9.69
428,Port Hueneme,US,2021-05-29 22:14:32,34.1478,-119.1951,82.2,67,20,17.27
429,Nemuro,JP,2021-05-29 22:14:32,43.3236,145.575,46.27,99,97,10.71
430,Stony Plain,CA,2021-05-29 22:14:33,53.5334,-114.0021,68.43,26,26,8.59
431,Isangel,VU,2021-05-29 22:14:33,-19.55,169.2667,77.11,69,20,2.46
432,Cannes,FR,2021-05-29 22:14:33,43.55,7.0167,64.4,87,0,2.3
433,Javanrud,IR,2021-05-29 22:14:34,34.7961,46.5172,61.74,24,0,3.96
434,Umm Kaddadah,SD,2021-05-29 22:14:34,13.6017,26.6876,90.82,12,26,14.45
435,Korla,CN,2021-05-29 22:14:34,41.7597,86.1469,72.61,39,83,21.0
436,Nome,US,2021-05-29 22:14:35,64.5011,-165.4064,53.67,26,1,20.71
437,Assiniboia,CA,2021-05-29 22:14:35,49.6334,-105.9845,61.88,37,100,15.1
438,Vegueta,PE,2021-05-29 22:14:35,-11.0231,-77.6431,65.88,85,61,8.3
439,Appleton,US,2021-05-29 22:12:59,44.2619,-88.4154,68.09,33,1,1.01
440,Matao,BR,2021-05-29 22:14:36,-21.6033,-48.3658,74.37,38,98,4.29
441,Rossland,CA,2021-05-29 22:14:36,49.0831,-117.8022,69.62,13,14,3.96
442,Colares,PT,2021-05-29 22:14:37,38.7992,-9.4469,62.1,72,2,14.0
443,Jalu,LY,2021-05-29 22:14:37,29.0331,21.5482,89.38,17,5,9.89
444,Sao Felix Do Xingu,BR,2021-05-29 22:14:37,-6.6447,-51.995,76.73,67,3,2.33
445,Hoquiam,US,2021-05-29 22:14:38,46.9809,-123.8893,79.05,55,1,16.11
446,Teya,RU,2021-05-29 22:14:38,60.3778,92.6267,34.39,86,98,4.7
447,Barghat,IN,2021-05-29 22:14:38,22.0333,79.7167,89.47,37,90,9.64
448,Bellary,IN,2021-05-29 22:14:39,15.15,76.9333,80.44,68,93,11.45
449,Troy,US,2021-05-29 22:11:26,42.6056,-83.1499,64.35,41,1,1.01
450,Coro,VE,2021-05-29 22:14:39,11.4045,-69.6734,81.43,69,100,20.24
451,Teknaf,BD,2021-05-29 22:14:39,20.8624,92.3058,80.28,86,75,1.92
452,Lebane,RS,2021-05-29 22:14:40,42.9239,21.7375,59.11,79,100,0.56
453,Talnakh,RU,2021-05-29 22:14:40,69.4865,88.3972,24.75,98,92,3.47
454,Chumikan,RU,2021-05-29 22:14:41,54.7183,135.315,36.97,90,100,10.31
455,Rehoboth,NA,2021-05-29 22:14:41,-23.3167,17.0833,58.14,31,16,1.86
456,Chifeng,CN,2021-05-29 22:14:41,42.2683,118.9636,60.35,47,100,11.63
457,Penha,BR,2021-05-29 22:11:52,-26.7694,-48.6458,69.67,78,90,9.35
458,Kenora,CA,2021-05-29 22:14:42,49.8167,-94.4337,62.78,42,100,13.0
459,Pangody,RU,2021-05-29 22:14:42,65.85,74.4859,52.93,93,100,17.25
460,Shumskiy,RU,2021-05-29 22:14:42,54.8318,99.1328,32.85,82,72,3.91
461,Chadiza,ZM,2021-05-29 22:14:43,-14.0678,32.4392,54.97,51,0,3.31
462,Gavle,SE,2021-05-29 22:14:43,60.6745,17.1417,41.95,65,6,3.76
463,Havoysund,NO,2021-05-29 22:14:44,70.9963,24.6622,40.08,89,100,26.24
464,Chiang Rai,TH,2021-05-29 22:14:44,19.9167,99.9167,75.18,100,20,2.3
465,Goba,ET,2021-05-29 22:14:44,7.0167,39.9833,48.36,79,93,4.99
466,Ndjole,GA,2021-05-29 22:14:45,-0.1783,10.7649,76.24,96,100,1.01
467,Hazorasp,UZ,2021-05-29 22:14:45,41.3194,61.0742,75.04,17,0,10.29
468,Inhambane,MZ,2021-05-29 22:14:45,-23.865,35.3833,65.46,87,0,7.09
469,Broken Hill,AU,2021-05-29 22:14:46,-31.95,141.4333,42.44,58,21,7.96
470,Vestmanna,FO,2021-05-29 22:14:46,62.1564,-7.1664,45.52,100,90,8.5
471,Port Blair,IN,2021-05-29 22:14:46,11.6667,92.75,80.92,83,100,5.17
472,Milkovo,RU,2021-05-29 22:14:47,54.7167,158.6167,42.69,89,100,1.41
473,Sinop,TR,2021-05-29 22:14:47,41.7711,34.8709,54.46,96,100,4.81
474,Dicabisagan,PH,2021-05-29 22:14:47,17.0818,122.4157,80.56,79,68,3.78
475,Key Largo,US,2021-05-29 22:14:48,25.0865,-80.4473,86.99,59,1,10.71
476,Mitsamiouli,KM,2021-05-29 22:14:48,-11.3847,43.2844,78.19,73,3,5.37
477,Bykovo,RU,2021-05-29 22:14:48,55.6361,38.0803,52.56,87,90,16.11
478,Basco,PH,2021-05-29 22:14:49,20.4487,121.9702,84.52,76,100,14.67
479,La Ronge,CA,2021-05-29 22:14:49,55.1001,-105.2842,43.02,81,90,21.85
480,Kudahuvadhoo,MV,2021-05-29 22:14:49,2.6708,72.8944,83.95,71,96,21.03
481,Ban Nahin,LA,2021-05-29 22:14:50,18.2418,104.2122,77.59,93,100,1.43
482,Sao Jose Da Coroa Grande,BR,2021-05-29 22:14:50,-8.8978,-35.1478,76.41,78,18,8.01
483,Fairbanks,US,2021-05-29 22:11:53,64.8378,-147.7164,55.09,42,75,10.36
484,Brae,GB,2021-05-29 22:14:51,60.3964,-1.353,44.51,88,2,2.59
485,Tahe,CN,2021-05-29 22:14:51,52.3333,124.7333,46.83,89,10,0.58
486,Ambanja,MG,2021-05-29 22:14:51,-13.6833,48.45,71.82,91,10,2.64
487,Diego De Almagro,CL,2021-05-29 22:14:52,-26.3667,-70.05,67.59,37,0,5.91
488,Hue,VN,2021-05-29 22:14:52,16.4667,107.6,82.51,89,20,4.27
489,Ternate,ID,2021-05-29 22:14:52,0.8,127.4,81.3,81,100,7.87
490,Bowen,AU,2021-05-29 22:14:53,-20.0167,148.2333,67.39,81,66,12.8
491,Okhotsk,RU,2021-05-29 22:14:53,59.3833,143.3,36.99,89,99,9.51
492,Chazuta,PE,2021-05-29 22:14:53,-6.5742,-76.1367,83.12,73,91,0.54
493,Bumba,CD,2021-05-29 22:14:54,2.1833,22.4667,73.29,91,100,2.3
494,Dalnerechensk,RU,2021-05-29 22:14:54,45.9339,133.7225,55.22,76,99,3.38
495,Guna,IN,2021-05-29 22:14:54,24.65,77.3167,88.05,38,100,6.06
496,Pizarro,CO,2021-05-29 22:14:55,4.9533,-77.366,80.11,80,48,7.4
497,Isabela,PH,2021-05-29 22:14:55,6.7085,121.9711,78.85,81,100,3.36
498,Kotaparh,IN,2021-05-29 22:14:55,19.15,82.35,81.79,53,73,10.58
499,Opuwo,NA,2021-05-29 22:14:56,-18.0607,13.84,61.75,29,1,5.75
500,Meulaboh,ID,2021-05-29 22:14:56,4.1363,96.1285,76.71,86,100,3.04
501,Lorengau,PG,2021-05-29 22:14:56,-2.0226,147.2712,81.79,83,64,12.53
502,Campoverde,PE,2021-05-29 22:14:57,-8.4753,-74.8058,87.49,65,85,2.04
503,Ishinomaki,JP,2021-05-29 22:14:57,38.4167,141.3,60.44,71,65,15.26
504,Dafeng,CN,2021-05-29 22:14:57,23.4517,108.5881,77.67,97,100,2.21
505,Jiujiang,CN,2021-05-29 22:14:58,29.7333,115.9833,69.87,89,78,2.71
506,Xiaoshi,CN,2021-05-29 22:14:58,41.2971,124.1209,55.42,72,81,2.39
507,Pacifica,US,2021-05-29 22:14:02,37.6138,-122.4869,77.63,82,75,1.99
508,Krasnoselkup,RU,2021-05-29 22:14:59,65.7,82.4667,37.87,56,12,11.63
509,Carndonagh,IE,2021-05-29 22:14:59,55.25,-7.2667,50.14,94,98,2.91
510,Tongliao,CN,2021-05-29 22:14:59,43.6125,122.2653,65.43,35,100,9.73
511,Gboko,NG,2021-05-29 22:15:00,7.3179,8.9951,80.92,73,36,10.2
512,Ponta Delgada,PT,2021-05-29 22:15:00,37.7333,-25.6667,65.12,82,75,8.05
513,Gimli,CA,2021-05-29 22:15:00,50.6336,-96.9907,74.43,50,35,13.42
514,Kapuskasing,CA,2021-05-29 22:15:01,49.4169,-82.4331,66.65,19,8,5.14
515,Manokwari,ID,2021-05-29 22:12:36,-0.8667,134.0833,80.51,78,99,3.94
516,Kondoa,TZ,2021-05-29 22:15:01,-4.9,35.7833,57.74,91,79,4.54
517,Khash,IR,2021-05-29 22:15:01,28.2211,61.2158,76.5,14,0,2.08
518,Bokoro,TD,2021-05-29 22:15:02,12.3807,17.0568,94.98,14,12,6.17
519,Cabedelo,BR,2021-05-29 22:15:04,-6.9811,-34.8339,77.67,77,5,12.19
520,Vytegra,RU,2021-05-29 22:15:05,61.0064,36.4481,35.85,77,24,5.79
521,Saurimo,AO,2021-05-29 22:15:05,-9.6608,20.3916,61.66,41,100,5.1
522,Kalianget,ID,2021-05-29 22:15:05,-7.05,113.9333,79.48,81,100,1.59
523,Coolum Beach,AU,2021-05-29 22:15:06,-26.5333,153.1,61.11,67,100,9.37
524,Kichera,RU,2021-05-29 22:15:06,55.9375,110.0997,39.25,80,100,1.54
525,Fort Nelson,CA,2021-05-29 22:15:06,58.8053,-122.7002,68.0,27,92,5.26
526,Doha,QA,2021-05-29 22:15:07,25.2867,51.5333,91.38,31,0,3.44
527,Ukwa,IN,2021-05-29 22:15:07,21.9667,80.4667,84.43,41,82,1.34
528,Erenhot,CN,2021-05-29 22:15:07,43.6475,111.9767,52.61,63,0,7.94
529,Kozhva,RU,2021-05-29 22:15:08,65.1073,57.0459,38.48,84,100,4.45
530,Srikakulam,IN,2021-05-29 22:15:08,18.3,83.9,83.52,60,72,1.41
531,Bloemfontein,ZA,2021-05-29 22:12:46,-29.1211,26.214,44.37,48,64,5.46
532,Paamiut,GL,2021-05-29 22:15:09,61.994,-49.6678,33.82,100,100,8.63
533,Longhua,CN,2021-05-29 22:15:09,23.6137,114.1919,78.85,96,100,1.97
534,Hay River,CA,2021-05-29 22:15:11,60.8156,-115.7999,55.6,49,81,7.14
535,Lake Havasu City,US,2021-05-29 22:15:11,34.4839,-114.3224,101.07,6,1,4.0
536,Bichura,RU,2021-05-29 22:15:11,50.5881,107.6022,42.89,74,100,1.61
537,Oussouye,SN,2021-05-29 22:15:12,12.485,-16.5469,77.18,68,33,12.46
538,Ekhabi,RU,2021-05-29 22:15:12,53.5102,142.9671,37.13,89,100,14.7
539,Kailua,US,2021-05-29 22:15:12,21.4022,-157.7394,83.61,68,75,9.22
540,Taltal,CL,2021-05-29 22:15:13,-25.4,-70.4833,64.31,76,23,4.88
541,Newport,GB,2021-05-29 22:14:48,51.5877,-2.9984,60.91,82,44,7.76
542,Longfeng,CN,2021-05-29 22:15:13,46.55,125.1167,60.3,54,58,4.79
543,Northam,GB,2021-05-29 22:15:14,51.0333,-4.2167,60.3,76,31,5.93
544,Voineasa,RO,2021-05-29 22:15:14,44.2833,24.1333,59.36,72,0,12.19
545,Pacific Grove,US,2021-05-29 22:14:24,36.6177,-121.9166,80.06,82,90,5.99
546,Gravdal,NO,2021-05-29 22:15:14,68.1214,13.5031,43.61,74,100,8.75
547,Zagora,MA,2021-05-29 22:15:15,30.3484,-5.8365,87.64,17,100,9.78
548,Berlevag,NO,2021-05-29 22:15:15,70.8578,29.0864,40.41,92,100,14.34
549,Joao Camara,BR,2021-05-29 22:15:15,-5.5375,-35.8197,78.04,76,2,11.16
550,Iguape,BR,2021-05-29 22:15:16,-24.7081,-47.5553,72.41,88,32,3.51
551,Pag,HR,2021-05-29 22:15:16,44.445,15.0575,63.18,74,99,23.04
552,Christchurch,NZ,2021-05-29 22:15:10,-43.5333,172.6333,54.03,93,75,3.0
553,Nesna,NO,2021-05-29 22:15:17,66.1967,13.0213,46.58,89,46,1.54
554,Si Satchanalai,TH,2021-05-29 22:15:17,17.5169,99.7598,80.69,90,100,3.91
555,Westport,US,2021-05-29 22:15:17,41.1415,-73.3579,50.81,89,90,5.99
