City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Chapais,CA,49.7834,-74.8492,55.18,67,5,5.7,clear sky
349,Snasa,NO,64.2457,12.3778,48.52,83,100,1.97,overcast clouds
350,Kabo,CF,7.6994,18.629,76.06,74,28,3.96,scattered clouds
351,Pisco,PE,-13.7,-76.2167,61.02,88,40,3.44,scattered clouds
352,Arona,ES,28.0996,-16.681,62.33,71,40,1.01,scattered clouds
353,Basco,PH,20.4487,121.9702,84.54,81,96,15.99,overcast clouds
354,Ovsyanka,RU,55.9575,92.5519,56.37,38,10,5.84,clear sky
355,Mabaruma,GY,8.2,-59.7833,72.82,100,99,2.62,overcast clouds
356,Coahuayana,MX,18.7333,-103.6833,77.52,69,95,0.74,overcast clouds
357,Outjo,NA,-20.1167,16.15,55.44,31,99,4.63,overcast clouds
358,Rodrigues Alves,BR,-7.738,-72.6509,73.54,93,65,2.51,broken clouds
359,Ponnani,IN,10.767,75.9252,87.12,77,69,4.7,broken clouds
360,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,75,17.27,broken clouds
361,Flin Flon,CA,54.7682,-101.865,52.21,45,50,6.58,scattered clouds
362,Kloulklubed,PW,7.0419,134.2556,82.89,80,100,20.71,overcast clouds
363,Bereda,ES,43.2686,-7.5406,55.15,100,26,2.37,scattered clouds
364,Yulara,AU,-25.2406,130.9889,67.84,22,59,11.5,broken clouds
365,Sioux Lookout,CA,50.1001,-91.917,52.18,93,40,4.61,scattered clouds
366,Daniel Flores,CR,9.3355,-83.6694,71.22,87,99,2.62,overcast clouds
367,Mindelo,CV,16.8901,-24.9804,71.15,78,75,15.01,broken clouds
368,Chara,RU,56.9064,118.2631,55.22,62,100,7.43,overcast clouds
369,Warmbad,NA,-28.45,18.7333,51.71,52,0,9.37,clear sky
370,Portland,US,45.5234,-122.6762,81.18,37,20,8.05,few clouds
371,Padang,ID,-0.9492,100.3543,84.63,67,98,2.82,overcast clouds
372,Kenai,US,60.5544,-151.2583,61.03,41,75,8.77,broken clouds
373,Inuvik,CA,68.3499,-133.7218,52.81,57,75,3.44,broken clouds
374,Rawah,IQ,34.4816,41.9093,83.73,18,67,7.11,broken clouds
375,Andenes,NO,69.3143,16.1194,49.06,87,90,13.8,overcast clouds
376,Balaipungut,ID,1.05,101.2833,86.41,57,68,2.75,broken clouds
377,Abu Dhabi,AE,24.4667,54.3667,87.82,58,4,7.38,clear sky
378,Brae,GB,60.3964,-1.353,44.51,95,42,10.96,scattered clouds
379,Souillac,MU,-20.5167,57.5167,75.36,94,40,9.1,scattered clouds
380,Qasigiannguit,GL,68.8193,-51.1922,31.84,86,100,9.17,overcast clouds
381,Lundazi,ZM,-12.2929,33.1782,52.65,81,0,6.33,clear sky
382,Talcahuano,CL,-36.7167,-73.1167,53.28,100,90,10.36,overcast clouds
383,Nanortalik,GL,60.1432,-45.2371,36.52,89,32,18.03,scattered clouds
384,North Bend,US,43.4065,-124.2243,57.11,78,1,9.22,clear sky
385,Kamenka,RU,51.3223,42.7678,53.1,93,100,9.35,overcast clouds
386,Kawalu,ID,-7.3817,108.2082,83.01,71,92,3.67,overcast clouds
387,Kirakira,SB,-10.4544,161.9205,80.76,85,65,7.36,broken clouds
388,Yar-Sale,RU,66.8333,70.8333,42.03,44,43,13.98,scattered clouds
389,Buraydah,SA,26.326,43.975,88.25,12,5,11.68,clear sky
390,Praya,CV,14.9215,-23.5087,72.14,78,20,10.36,few clouds
391,Vila,PT,42.0304,-8.1588,52.68,79,26,3.51,scattered clouds
392,Majene,ID,-3.5403,118.9707,84.7,70,84,8.81,broken clouds
393,Lishan,CN,31.8576,113.2951,87.6,53,81,8.9,broken clouds
394,Vostok,RU,46.4856,135.8833,47.44,89,99,2.71,overcast clouds
395,Haflong,IN,25.1833,93.0333,83.59,69,77,4.09,broken clouds
396,Galesong,ID,-5.3166,119.3661,87.82,65,48,4.38,scattered clouds
397,Cravo Norte,CO,6.3017,-70.2041,76.06,89,100,4.41,overcast clouds
398,Band,RO,46.5833,24.3833,45.82,100,90,1.59,overcast clouds
399,La Libertad,EC,-2.2333,-80.9,71.82,88,100,11.5,overcast clouds
400,Berlevag,NO,70.8578,29.0864,42.19,96,100,24.76,overcast clouds
401,Matara,LK,5.9485,80.5353,83.89,76,100,14.72,overcast clouds
402,Mehamn,NO,71.0357,27.8492,41.18,96,100,25.1,overcast clouds
403,Nelson Bay,AU,-32.7167,152.15,65.1,67,77,3,broken clouds
404,Lincoln,US,40.8,-96.667,58.95,88,90,2.35,overcast clouds
405,Creel,MX,27.75,-107.6333,51.49,44,99,4.92,overcast clouds
406,Pontianak,ID,-0.0333,109.3333,85.98,84,40,2.89,scattered clouds
407,Kaya,BF,13.0917,-1.0844,85.17,54,38,16.22,scattered clouds
408,Balkhash,KZ,46.844,74.9804,79.41,15,0,11.18,clear sky
409,Korem,ET,12.5058,39.5228,63.57,36,48,2.13,scattered clouds
410,Hiroshima,JP,34.3963,132.4594,78.84,49,4,4.56,clear sky
411,Mariakani,KE,-3.8633,39.4736,69.24,95,49,5.08,scattered clouds
412,Pacific Grove,US,36.6177,-121.9166,65.86,85,30,1.01,scattered clouds
413,Yeppoon,AU,-23.1333,150.7333,73.18,69,5,14.85,clear sky
414,Camacha,PT,33.0833,-16.3333,62.02,68,75,9.22,broken clouds
415,Saint Anthony,US,45.0205,-93.218,60.82,72,90,5.95,overcast clouds
416,Huarmey,PE,-10.0681,-78.1522,66.27,87,100,9.04,overcast clouds
417,Vilyuysk,RU,63.7553,121.6247,67.53,24,3,11.14,clear sky
418,Bibiani,GH,6.4635,-2.3194,72.55,100,88,1.36,light rain
419,Aklavik,CA,68.2191,-135.0107,52.63,48,100,2.37,overcast clouds
420,Aykhal,RU,66,111.5,64.85,37,12,7.27,few clouds
421,Haines Junction,CA,60.7522,-137.5108,53.55,47,100,9.22,overcast clouds
422,Fort Frances,CA,48.5999,-93.4003,50.05,73,95,3.42,overcast clouds
423,Olinda,BR,-8.0089,-34.8553,73.13,88,90,4.85,overcast clouds
424,Champerico,GT,14.3,-91.9167,82.35,85,41,9.13,scattered clouds
425,Palkonda,IN,18.6,83.75,93.49,51,72,5.23,broken clouds
426,Kruisfontein,ZA,-34.0033,24.7314,49.3,76,89,6.49,overcast clouds
427,Ukiah,US,39.1502,-123.2078,87.69,22,1,4.61,clear sky
428,Illapel,CL,-31.6308,-71.1653,61.61,54,23,1.97,few clouds
429,Plettenberg Bay,ZA,-34.0527,23.3716,55.58,62,93,5.91,overcast clouds
430,Usogorsk,RU,63.4106,48.6872,43.9,51,27,7.74,scattered clouds
431,Praia,CV,14.9215,-23.5087,72.14,78,20,10.36,few clouds
432,Fort Nelson,CA,58.8053,-122.7002,69.39,28,75,2.3,broken clouds
433,Vallenar,CL,-28.5708,-70.7581,63.1,50,6,0.83,clear sky
434,San Cristobal,VE,7.7669,-72.225,69.98,97,84,2.26,broken clouds
435,Ialibu,PG,-6.2821,143.9935,67.05,68,97,4.56,overcast clouds
436,Batagay,RU,67.6333,134.6333,56.71,58,100,5.53,light rain
437,Uyemskiy,RU,64.4743,40.8524,46.45,57,20,6.13,few clouds
438,Chipinge,ZW,-20.1883,32.6236,46.83,79,9,2.48,clear sky
439,Morgan City,US,29.6994,-91.2068,72,79,79,4.81,broken clouds
440,Bay City,US,43.5945,-83.8889,57.42,51,1,6.51,clear sky
441,Kudahuvadhoo,MV,2.6708,72.8944,83.59,67,9,20.15,clear sky
442,Saint-Honore,CA,48.5334,-71.0824,59.25,55,100,5.41,overcast clouds
443,Phetchaburi,TH,12.9667,99.5833,87.91,51,23,5.61,few clouds
444,Rawson,AR,-43.3002,-65.1023,48.04,76,35,25.26,scattered clouds
445,Chilca,PE,-12.5211,-76.7372,64.85,92,100,4.74,overcast clouds
446,Tacoronte,ES,28.4769,-16.4102,62.76,81,90,17.27,overcast clouds
447,Brownwood,US,31.7093,-98.9912,74.52,93,100,15.95,overcast clouds
448,Tanda,IN,26.55,82.65,93.11,48,6,3.58,clear sky
449,Qaqortoq,GL,60.7167,-46.0333,40.23,75,47,6.6,scattered clouds
450,Lohne,DE,52.6667,8.2333,50.88,92,2,1.99,clear sky
451,Ostersund,SE,63.1792,14.6357,49.6,61,0,5.75,clear sky
452,Itaberai,BR,-16.0203,-49.8103,69.01,60,67,3.65,broken clouds
453,Whitianga,NZ,-36.8333,175.7,59.02,77,46,8.86,scattered clouds
454,Wajima,JP,37.4,136.9,70.48,52,75,11.39,broken clouds
455,Rozkishne,UA,48.5074,39.3004,60.93,88,19,6.67,few clouds
456,Bilma,NE,18.6853,12.9164,84.13,12,82,6.71,broken clouds
457,Takoradi,GH,4.8845,-1.7554,78.69,86,96,5.26,overcast clouds
458,Ambilobe,MG,-13.2,49.05,71.11,84,5,3.33,clear sky
459,Egvekinot,RU,66.3167,-179.1667,47.55,39,74,3.91,broken clouds
460,Mount Isa,AU,-20.7333,139.5,80.37,29,1,12.66,clear sky
461,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,42.48,80,3,6.22,clear sky
462,Itupiranga,BR,-5.1347,-49.3267,73.09,83,3,3.33,clear sky
463,Maple Creek,CA,49.9168,-109.4848,62.37,44,47,6.91,scattered clouds
464,Kismayo,SO,-0.3582,42.5454,79.81,73,75,14.18,broken clouds
465,Prince Rupert,CA,54.3161,-130.3201,57.29,79,90,6.91,overcast clouds
466,Genhe,CN,50.7833,121.5167,55.54,83,100,4.7,light rain
467,Douglas,US,41.3,-96.167,58.82,87,1,2.42,clear sky
468,Carutapera,BR,-1.195,-46.02,75.07,94,5,4.36,clear sky
469,Pangnirtung,CA,66.1451,-65.7125,27.14,98,98,4.16,overcast clouds
470,Krasnoselkup,RU,65.7,82.4667,41.88,82,100,8.19,overcast clouds
471,Pemba,MZ,-12.974,40.5178,72.3,100,75,3.44,light rain
472,Premia De Mar,ES,41.4921,2.3652,70.02,74,91,1.01,overcast clouds
473,Rafsanjan,IR,30.4067,55.9939,85.8,9,0,3.69,clear sky
474,Hualmay,PE,-11.0964,-77.6139,64.42,90,96,9.53,overcast clouds
475,Imbituba,BR,-28.24,-48.6703,58.89,69,65,3.47,broken clouds
476,Olenegorsk,RU,68.15,33.3,42.66,81,90,3.27,overcast clouds
477,Kapit,MY,2.0167,112.9333,93.43,49,27,2.57,scattered clouds
478,Surt,LY,31.2089,16.5887,69.31,75,4,7.07,clear sky
479,Mingaora,PK,34.7758,72.3625,86.43,29,0,2.44,clear sky
480,Nyurba,RU,63.2842,118.3319,69.87,23,41,8.1,scattered clouds
481,Rio Grande,BR,-32.035,-52.0986,36.95,67,0,8.48,clear sky
482,Osa,RU,57.2829,55.4567,44.67,66,100,11.36,overcast clouds
483,Talara,PE,-4.5772,-81.2719,69.8,83,95,15.5,overcast clouds
484,Linqiong,CN,30.4159,103.4609,85.78,47,78,5.57,broken clouds
485,Khani,GE,41.9563,42.9566,54.97,60,1,3.22,clear sky
486,Lasa,IT,46.6166,10.7002,47.62,80,21,1.52,few clouds
487,Muli,MV,2.9167,73.5667,83.68,69,7,20.18,clear sky
488,Komatsu,JP,36.4026,136.4509,74.21,68,20,10.36,few clouds
489,Iwanai,JP,42.9744,140.5089,56.08,56,76,7.11,broken clouds
490,Nogales,MX,31.3086,-110.9422,79.29,32,0,4.45,clear sky
491,Kontagora,NG,10.3999,5.4695,78.58,72,32,5.66,scattered clouds
492,Skibbereen,IE,51.55,-9.2667,51.6,90,100,5.32,overcast clouds
493,Djibo,BF,14.1022,-1.6306,89.22,40,6,17.25,clear sky
494,Cuxhaven,DE,53.8718,8.6909,48.4,100,0,7.74,clear sky
495,Mayuge,UG,0.4597,33.4803,67.78,78,93,2.98,overcast clouds
496,Dondo,MZ,-19.6094,34.7431,69.31,96,14,4.5,few clouds
497,Ola,RU,59.5833,151.2833,37.9,91,100,2.91,overcast clouds
498,Ekibastuz,KZ,51.6667,75.3667,78.28,23,100,14.5,overcast clouds
499,Karratha,AU,-20.7377,116.8463,78.49,45,6,9.19,clear sky
500,Sudova Vyshnya,UA,49.7889,23.3722,49.35,97,98,5.48,overcast clouds
501,Diamantino,BR,-14.4086,-56.4461,73.08,56,100,0.94,overcast clouds
502,Kununurra,AU,-15.7667,128.7333,85.98,25,64,8.05,broken clouds
503,Gorin,RU,51.1983,136.6669,67.69,37,66,2.64,broken clouds
504,Culaman,PH,5.9603,125.6586,80.01,81,100,4.21,moderate rain
505,Mayo,US,38.8876,-76.5119,54.01,88,90,1.99,overcast clouds
506,Kribi,CM,2.95,9.9167,78.48,88,99,5.86,moderate rain
507,Emba,KZ,48.8264,58.1442,79.93,41,42,8.61,scattered clouds
508,Acarau,BR,-2.8856,-40.12,75,88,8,10.18,clear sky
509,Gao,ML,16.6362,1.637,86.34,10,53,5.97,broken clouds
510,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,84,75,13.58,broken clouds
511,Wagar,SD,16.1525,36.2032,87.73,24,0,9.71,clear sky
512,Cap Malheureux,MU,-19.9842,57.6142,75.47,80,10,3,clear sky
513,Bowen,AU,-20.0167,148.2333,75.42,59,80,19.8,broken clouds
514,Tura,IN,25.5198,90.2201,79.25,87,98,5.14,moderate rain
515,Mae Sai,TH,20.4335,99.8762,89.44,71,98,0.45,overcast clouds
516,Hofn,IS,64.2539,-15.2082,44.87,83,34,12.35,scattered clouds
517,Necochea,AR,-38.5473,-58.7368,52.03,53,100,23.42,overcast clouds
518,Wangaratta,AU,-36.3667,146.3333,59.63,48,0,5.75,clear sky
519,Dubbo,AU,-32.25,148.6167,66.33,37,0,5.75,clear sky
520,Broken Hill,AU,-31.95,141.4333,62.31,25,100,10.36,overcast clouds
521,Khanpur,PK,28.6453,70.6567,99.54,31,1,13.18,clear sky
522,Tara,RU,56.8944,74.371,71.2,46,7,11.97,clear sky
523,Lagoa,PT,39.05,-27.9833,62.24,88,93,11.16,overcast clouds
524,Maarianhamina,AX,60.0973,19.9348,49.86,76,0,9.22,clear sky
525,Araouane,ML,18.9048,-3.5265,90.73,10,95,5.95,overcast clouds
526,High Rock,BS,26.6208,-78.2833,77.02,77,86,12.39,overcast clouds
527,Port Augusta,AU,-32.5,137.7667,60.94,21,99,16.58,overcast clouds
528,La Ronge,CA,55.1001,-105.2842,64.65,32,75,4.61,broken clouds
529,Fare,PF,-16.7,-151.0167,79.36,71,93,17.6,overcast clouds
530,Aliwal North,ZA,-30.6937,26.7114,35.29,69,9,3.11,clear sky
531,Xaxim,BR,-26.9617,-52.5347,41.94,82,3,3.04,clear sky
532,Okha,RU,53.5739,142.9478,42.35,66,33,9.22,scattered clouds
533,Bose,IT,45.4612,8.0137,59.95,90,100,7.45,light rain
534,Chifeng,CN,42.2683,118.9636,68.74,47,100,16.78,light rain
535,Martano,IT,40.2034,18.3028,58.12,82,4,10.87,clear sky
536,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.5,99,98,1.79,overcast clouds
537,Sinazongwe,ZM,-17.2614,27.4618,60.15,46,42,4.07,scattered clouds
538,Tanete,ID,-3.9443,119.7848,92.89,48,55,3.8,light rain
539,San Clemente,US,33.427,-117.612,67.86,83,10,1.99,clear sky
540,Bourail,NC,-21.5667,165.4833,69.48,57,80,10.11,broken clouds
541,Zhezkazgan,KZ,47.8043,67.7144,88,24,3,4.72,clear sky
542,Kutum,SD,14.2,24.6667,79.18,26,60,8.12,broken clouds
543,Birjand,IR,32.8663,59.2211,75.67,13,0,9.22,clear sky
544,Hayden,US,47.766,-116.7866,67.35,60,1,3.44,clear sky
545,Codrington,AU,-38.2667,141.9667,57.94,40,96,13.31,overcast clouds
546,Edson,CA,53.5835,-116.4356,68.14,28,90,9.22,overcast clouds
547,Oga,IT,46.4631,10.347,43.68,89,21,2.08,few clouds
548,Mildura,AU,-34.2,142.15,63.07,27,69,9.22,broken clouds
549,Doboj,BA,44.7347,18.0878,47.86,96,41,2.48,scattered clouds
550,Boden,SE,65.8252,21.6886,48.2,60,31,9.1,scattered clouds
551,Sungaipenuh,ID,-2.0833,101.3833,70.57,87,99,1.34,overcast clouds
552,Beloha,MG,-25.1667,45.05,61.9,86,4,6.06,clear sky
553,Gogrial,SS,8.5332,28.1004,80.85,54,10,4.21,clear sky
554,Shimanovsk,RU,52,127.7,63.39,57,79,9.48,broken clouds
555,Punahana,IN,27.8667,77.2,98.71,26,19,2.1,few clouds
556,Raudeberg,NO,61.9875,5.1352,47.07,96,33,5.23,scattered clouds
557,San Ignacio,BZ,17.1561,-89.0714,80.74,74,0,5.12,clear sky
558,Shingu,JP,33.7333,135.9833,76.19,67,0,7.38,clear sky
559,Leh,IN,34.1667,77.5833,48.83,58,100,2.82,overcast clouds
560,Taoudenni,ML,22.6783,-3.9836,99.46,12,100,13.11,overcast clouds
561,Nabire,ID,-3.3667,135.4833,83.43,79,46,3.83,scattered clouds
562,Bemidji,US,47.4736,-94.8803,53.06,94,1,3.44,clear sky
563,Ryazhsk,RU,53.7038,40.1109,47.1,82,100,13.04,overcast clouds
564,Oranjemund,NA,-28.55,16.4333,51.82,91,3,4.09,clear sky
565,Yoichi,JP,43.2039,140.7703,58.23,72,97,8.16,overcast clouds
566,Upata,VE,8.0086,-62.3989,76.19,96,97,2.48,overcast clouds
567,Borova,UA,50.1763,30.1043,53.26,87,100,7.58,overcast clouds
568,Swellendam,ZA,-34.0226,20.4417,48.58,76,100,2.98,overcast clouds
569,Meulaboh,ID,4.1363,96.1285,85.06,65,97,3.67,overcast clouds
570,Lufilufi,WS,-13.8745,-171.5986,91.18,72,27,19.95,scattered clouds
571,Natitingou,BJ,10.3042,1.3796,78.85,84,91,5.01,overcast clouds
572,Gouyave,GD,12.1646,-61.7296,79.56,78,46,18.21,scattered clouds
573,Bailen,ES,38.0964,-3.7779,72.16,51,83,1.92,broken clouds
574,Phuket,TH,8,98.25,88.02,74,40,7.78,scattered clouds
575,Bairiki,KI,1.3292,172.9752,86,74,40,14.07,scattered clouds
576,Oktyabrskiy,RU,54.4815,53.471,51.21,77,62,11.92,light rain
577,Kiruna,SE,67.8557,20.2251,43.72,76,20,9.22,few clouds
578,Vinh Yen,VN,21.31,105.5967,94.95,50,74,3.04,broken clouds
579,Hammerfest,NO,70.6634,23.6821,41.45,100,75,21.85,broken clouds
580,Macas,EC,-2.3167,-78.1167,67.15,98,99,1.95,overcast clouds
581,Marzuq,YE,14.4,46.4667,81.73,29,0,4.23,clear sky
582,Lac Du Bonnet,CA,50.2536,-96.0612,51.58,83,6,7.29,clear sky
583,Acapulco,MX,16.8634,-99.8901,82.15,78,98,5.5,overcast clouds
584,High Level,CA,58.5169,-117.136,69.91,37,75,3.51,broken clouds
585,Araceli,PH,10.5529,119.9913,84.61,72,99,1.43,overcast clouds
586,Asfi,MA,32.2994,-9.2372,64.99,91,100,9.89,overcast clouds
587,Fereydun Kenar,IR,36.6864,52.5225,75.51,82,16,15.39,few clouds
588,Fort Saint James,CA,54.4333,-124.25,51.64,90,100,1.12,overcast clouds
589,Akdepe,TM,42.0551,59.3788,89.69,12,23,11.18,few clouds
590,Iskateley,RU,67.6803,53.1512,37.9,96,99,15.5,overcast clouds
591,Madimba,TZ,-10.4,40.3333,74.23,85,88,5.1,light rain
592,Arman,RU,59.7,150.1667,37.17,97,100,5.1,overcast clouds
593,Athens,GR,37.9795,23.7162,68.25,74,20,1.01,few clouds
594,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,15.3,overcast clouds
595,Mandalgovi,MN,45.7625,106.2708,48.49,27,5,15.12,clear sky
596,Payo,ID,-3.7508,103.6372,89.44,57,77,1.52,broken clouds
597,Kampong Chhnang,KH,12.1667,104.55,94.32,53,4,1.39,clear sky
598,Cockburn Town,TC,21.4612,-71.1419,80.01,79,15,20.2,few clouds
599,Campos Novos,BR,-27.4017,-51.225,40.62,85,14,1.66,few clouds
600,Yerbogachen,RU,61.2767,108.0108,65.48,43,37,7.23,scattered clouds
601,Beidao,CN,34.5686,105.8933,80.85,36,66,7.14,broken clouds
602,Saint Peter,BB,13.25,-59.6167,79.36,78,27,18.92,scattered clouds
603,Kindersley,CA,51.4668,-109.1682,64.42,32,40,8.05,scattered clouds
604,Amga,RU,60.8953,131.9608,63.05,55,100,3.56,light rain
605,Buy,RU,58.4786,41.53,42.51,58,65,6.08,broken clouds
606,Gamba,GA,-2.65,10,75.2,92,51,4.14,broken clouds
607,Vila Velha,BR,-20.3297,-40.2925,75.15,89,20,4,few clouds
608,Lochem,NL,52.1592,6.4111,53.89,92,0,5.17,clear sky
609,Grootfontein,NA,-19.5667,18.1167,40.57,81,100,2.3,overcast clouds
610,Charters Towers,AU,-20.1,146.2667,75.43,48,63,16.71,broken clouds
611,Margate,GB,51.3813,1.3862,53.31,86,0,10.76,clear sky
612,Tecate,MX,32.5667,-116.6333,57.85,80,0,2.39,clear sky
613,Wuwei,CN,37.9281,102.6414,70.48,28,96,7.31,overcast clouds
614,Leeton,AU,-34.5667,146.4,62.51,41,0,2.3,clear sky
615,Molina,CL,-35.1167,-71.2833,51.37,95,99,1.54,overcast clouds
616,Evensk,RU,61.95,159.2333,42.91,81,100,4.81,overcast clouds
617,Impfondo,CG,1.6381,18.0667,71.17,95,76,1.16,light rain
618,Bridlington,GB,54.0831,-0.1919,47.89,86,3,5.53,clear sky
619,Pochutla,MX,15.7432,-96.4661,78.82,84,83,1.66,broken clouds
620,Omsukchan,RU,62.5333,155.8,44.6,58,98,8.95,overcast clouds
621,Churapcha,RU,62.0025,132.4325,62.58,37,70,5.08,broken clouds
622,Colac,AU,-38.3333,143.5833,57.61,39,41,9.44,scattered clouds
623,Ongandjera,NA,-17.8833,15.0667,59.56,27,91,7.74,overcast clouds
624,Tabuk,PH,17.4189,121.4443,96.98,43,81,6.49,broken clouds
625,Kholtoson,RU,50.2981,103.3097,43.74,69,99,0.65,overcast clouds
626,Barranca,PE,-10.75,-77.7667,64.08,90,100,8.1,overcast clouds
627,Saint-Georges,GD,12.0564,-61.7485,79.88,78,34,16.06,scattered clouds
628,Lukovetskiy,RU,64.2956,41.9211,46.38,53,53,5.66,broken clouds
629,Nouakchott,MR,18.0858,-15.9785,72.32,67,96,16.28,overcast clouds
630,Kashi,CN,39.4547,75.9797,81.61,14,0,6.49,clear sky
631,Puerto Narino,CO,-3.7703,-70.3831,73.35,99,98,3.76,moderate rain
632,Taltal,CL,-25.4,-70.4833,64.44,69,6,3.85,clear sky
633,Solnechnyy,RU,50.7214,136.6319,63.86,38,46,4.07,scattered clouds
634,Salinopolis,BR,-0.6136,-47.3561,78.44,88,9,8.63,clear sky
635,Preeceville,CA,51.95,-102.6677,49.03,59,3,3.36,clear sky
636,George Town,MY,5.4112,100.3354,89.53,74,20,3,few clouds
637,Lethem,GY,3.3803,-59.7968,74.1,91,99,4.43,overcast clouds
638,Mahibadhoo,MV,3.7833,72.9667,83.64,72,31,19.33,scattered clouds
639,Severnyy,RU,50.677,36.5532,48.24,100,90,8.95,overcast clouds
640,Tonj,SS,7.2737,28.6822,74.55,69,3,0.83,clear sky
641,San Policarpo,PH,12.1791,125.5072,86.2,66,100,7.74,overcast clouds
642,Soller,ES,39.7662,2.7152,67.86,71,100,2.26,overcast clouds
643,Sawakin,SD,19.1059,37.3321,89.35,33,47,5.95,scattered clouds
644,Huilong,CN,31.8111,121.655,83.98,50,99,15.03,overcast clouds
645,Makakilo City,US,21.3469,-158.0858,82.15,55,90,7.61,overcast clouds
646,Parichha,IN,25.5167,78.75,102.42,23,9,14.27,clear sky
647,Anadyr,RU,64.75,177.4833,57.7,41,0,5.5,clear sky
648,Bakel,SN,14.905,-12.4568,88.16,35,86,14.07,overcast clouds
649,Kupang,ID,-10.1667,123.5833,86.58,62,40,9.22,scattered clouds
650,Mandera,KE,3.9366,41.867,76.23,72,88,10.31,overcast clouds
651,Fortuna,US,40.5982,-124.1573,55.92,56,95,3,overcast clouds
652,Ennis,IE,52.8436,-8.9864,52.07,87,0,5.41,clear sky
653,Dongsheng,CN,39.8161,109.9776,73.44,18,98,24.07,overcast clouds
654,Novyy Urengoy,RU,66.0833,76.6333,41.92,52,100,14.29,overcast clouds
655,Dom Pedrito,BR,-30.9828,-54.6731,41.14,75,0,3.98,clear sky
656,Rantepao,ID,-2.9701,119.8978,81.55,63,99,3.15,overcast clouds
